Longitude,Latitude,Espèce,DHP,Hauteur,Volume
-68.01238292,51.05085035,F,22,16,0.263777373
-68.0123812,51.05060413,C,14,18,0.117239786
-68.01238051,51.04993492,C,22,18,0.289510491
-68.01238033,51.05098952,C,20,18,0.239264869
-68.01237975,51.05357085,C,22,16,0.263777373
-68.01237922,51.05356654,C,14,14,0.095863586
-68.01237909,51.05146928,F,26,16,0.368416331
-68.01237873,51.05101113,F,14,14,0.095863586
-68.01237861,51.05273476,C,24,15,0.298023021
-68.01237845,51.05417654,F,14,14,0.095863586
-68.01237805,51.05146069,C,24,14,0.281721559
-68.01237787,51.05161077,C,16,18,0.153129516
-68.012377,51.05103154,C,14,15,0.101410611
-68.01237633,51.05025355,F,16,15,0.132454676
-68.01237564,51.05160525,C,26,14,0.330631552
-68.01237563,51.05163072,C,26,14,0.330631552
-68.01237502,51.05343895,C,22,18,0.289510491
-68.01237494,51.05280604,C,14,17,0.112093699
-68.01237472,51.05244417,C,18,17,0.185297747
-68.01237448,51.05280487,C,18,15,0.167637949
-68.01237405,51.05415217,F,22,17,0.276802807
-68.01237295,51.05071581,C,16,15,0.132454676
-68.01237267,51.05029605,C,26,17,0.386608879
-68.0123723,51.04996053,C,22,14,0.236724366
-68.01237168,51.05181489,C,18,15,0.167637949
-68.01237135,51.05336204,C,18,17,0.185297747
-68.01237109,51.05076301,C,20,15,0.206960431
-68.01237106,51.05115377,F,22,18,0.289510491
-68.01237089,51.05120621,C,24,15,0.298023021
-68.01237023,51.05401027,F,22,15,0.250422122
-68.01236954,51.05145738,C,18,14,0.158468377
-68.01236926,51.05152089,C,24,17,0.329418216
-68.01236767,51.05062747,C,22,14,0.236724366
-68.0123669,51.05332043,C,24,15,0.298023021
-68.0123661,51.05234648,F,26,18,0.404357629
-68.01236588,51.05247669,C,16,16,0.13951861
-68.01236524,51.05374138,C,18,14,0.158468377
-68.01236366,51.05283567,C,14,15,0.101410611
-68.01236188,51.05202819,C,14,15,0.101410611
-68.01236129,51.04987047,C,18,14,0.158468377
-68.01236098,51.05160955,C,22,15,0.250422122
-68.01236032,51.04988249,F,22,17,0.276802807
-68.01236021,51.0523887,C,22,15,0.250422122
-68.01235967,51.05053081,C,24,14,0.281721559
-68.01235958,51.05194753,C,20,14,0.195639972
-68.01235867,51.05162544,C,16,15,0.132454676
-68.01235773,51.0529545,C,18,17,0.185297747
-68.0123576,51.05331568,C,26,17,0.386608879
-68.01235746,51.05239783,C,26,18,0.404357629
-68.01235735,51.05068474,C,26,15,0.349763129
-68.01235657,51.05018892,C,14,18,0.117239786
-68.01235656,51.05193516,C,26,16,0.368416331
-68.01235643,51.05272226,C,24,17,0.329418216
-68.0123559,51.05066678,C,16,15,0.132454676
-68.01235475,51.05392511,C,14,17,0.112093699
-68.0123544,51.05228656,F,18,15,0.167637949
-68.01235372,51.05145016,F,24,18,0.344541411
-68.0123535,51.05332502,C,22,18,0.289510491
-68.01235339,51.05232116,C,18,14,0.158468377
-68.01235309,51.05017057,C,24,17,0.329418216
-68.01235226,51.05154891,C,16,15,0.132454676
-68.01235224,51.04982787,C,20,17,0.22876265
-68.01235212,51.04998092,C,20,18,0.239264869
-68.01235172,51.05308994,C,22,17,0.276802807
-68.0123514,51.05119223,C,26,17,0.386608879
-68.01235085,51.05009347,C,18,18,0.193804544
-68.0123503,51.04997353,C,18,17,0.185297747
-68.01234918,51.05301365,C,24,18,0.344541411
-68.01234917,51.05221745,C,22,14,0.236724366
-68.01234839,51.05070684,C,16,16,0.13951861
-68.01234647,51.05186991,F,16,15,0.132454676
-68.01234645,51.05232549,C,22,16,0.263777373
-68.01234593,51.05092571,F,24,14,0.281721559
-68.01234498,51.0519524,C,22,17,0.276802807
-68.01234417,51.05092037,C,20,15,0.206960431
-68.01234324,51.05222737,C,26,16,0.368416331
-68.01234287,51.05134329,F,14,15,0.101410611
-68.01234225,51.04972553,C,26,15,0.349763129
-68.0123414,51.05132226,C,18,14,0.158468377
-68.01234123,51.05381397,F,22,15,0.250422122
-68.01234109,51.0503925,C,22,14,0.236724366
-68.01234107,51.05414933,C,26,17,0.386608879
-68.01234045,51.05271929,C,16,16,0.13951861
-68.01233948,51.05100654,C,18,16,0.176578241
-68.0123385,51.05412753,C,22,18,0.289510491
-68.01233795,51.05310058,C,18,14,0.158468377
-68.01233743,51.05024831,C,14,15,0.101410611
-68.01233734,51.05301173,F,26,14,0.330631552
-68.01233628,51.04985844,C,26,16,0.368416331
-68.01233503,51.05074923,C,22,17,0.276802807
-68.01233459,51.05031674,C,26,17,0.386608879
-68.01233451,51.05035918,F,16,18,0.153129516
-68.01233382,51.05237132,C,24,15,0.298023021
-68.01233376,51.05212727,C,22,17,0.276802807
-68.01233369,51.05262455,C,14,14,0.095863586
-68.01233244,51.05073184,C,16,18,0.153129516
-68.01233189,51.0523461,C,16,14,0.125209582
-68.01233095,51.04997409,C,18,17,0.185297747
-68.01232937,51.05255586,C,16,16,0.13951861
-68.01232893,51.05321509,F,20,18,0.239264869
-68.01232876,51.05404413,C,20,16,0.217997829
-68.01232805,51.05058942,C,14,14,0.095863586
-68.01232782,51.05124217,C,20,14,0.195639972
-68.01232772,51.050485,F,16,17,0.146408096
-68.01232762,51.05023185,C,24,16,0.313916874
-68.01232687,51.05001504,C,16,17,0.146408096
-68.01232482,51.05326359,C,14,14,0.095863586
-68.01232399,51.04978488,C,14,16,0.106818936
-68.01232393,51.04987747,C,14,15,0.101410611
-68.01232358,51.0529772,C,24,16,0.313916874
-68.01232323,51.05029137,C,20,15,0.206960431
-68.01232311,51.05266144,F,20,18,0.239264869
-68.01232274,51.05114834,C,20,18,0.239264869
-68.0123211,51.05312786,C,22,16,0.263777373
-68.01231947,51.04981565,C,18,17,0.185297747
-68.0123178,51.04977932,F,22,17,0.276802807
-68.01231716,51.05106087,F,14,17,0.112093699
-68.01231574,51.05015154,F,14,18,0.117239786
-68.0123157,51.05047872,C,24,15,0.298023021
-68.01231547,51.0515987,C,26,14,0.330631552
-68.01231529,51.05096073,C,26,16,0.368416331
-68.01231496,51.05182755,C,26,18,0.404357629
-68.01231439,51.05009534,F,22,16,0.263777373
-68.01231348,51.05244712,C,26,16,0.368416331
-68.01231275,51.05355759,C,14,16,0.106818936
-68.01231264,51.05355898,C,18,14,0.158468377
-68.01231258,51.05338486,C,26,16,0.368416331
-68.01231207,51.05382594,C,18,16,0.176578241
-68.01231194,51.05268141,C,18,15,0.167637949
-68.01231181,51.05342867,C,18,17,0.185297747
-68.01231104,51.04981805,C,14,16,0.106818936
-68.01231006,51.05264175,C,24,17,0.329418216
-68.01230867,51.05278604,C,16,15,0.132454676
-68.01230767,51.05020774,C,24,18,0.344541411
-68.01230686,51.05203757,C,26,14,0.330631552
-68.01230649,51.05029368,C,18,14,0.158468377
-68.01230645,51.05088016,C,26,16,0.368416331
-68.01230534,51.05227385,C,18,15,0.167637949
-68.01230534,51.05264802,C,24,14,0.281721559
-68.01230411,51.0515173,C,22,18,0.289510491
-68.01230337,51.05328123,C,20,18,0.239264869
-68.01230277,51.05395901,C,26,17,0.386608879
-68.01230238,51.04999839,F,16,15,0.132454676
-68.01230218,51.05256609,C,14,14,0.095863586
-68.01230199,51.05282941,C,16,15,0.132454676
-68.01230194,51.05001633,F,24,18,0.344541411
-68.01230187,51.05143703,C,16,16,0.13951861
-68.01230185,51.05324219,F,24,16,0.313916874
-68.0123009,51.05114148,C,22,15,0.250422122
-68.01230087,51.0510955,C,18,17,0.185297747
-68.0122999,51.05416281,C,26,17,0.386608879
-68.01229989,51.0533581,C,18,14,0.158468377
-68.01229936,51.05046314,C,20,18,0.239264869
-68.01229919,51.05318687,F,20,17,0.22876265
-68.01229788,51.05336008,C,24,15,0.298023021
-68.0122974,51.05379063,C,24,17,0.329418216
-68.01229643,51.0506351,F,18,17,0.185297747
-68.01229571,51.0499317,F,16,18,0.153129516
-68.01229524,51.05217163,C,16,15,0.132454676
-68.01229363,51.05178795,F,22,16,0.263777373
-68.01229353,51.05082614,C,14,16,0.106818936
-68.0122933,51.05033812,C,16,15,0.132454676
-68.0122926,51.05106914,C,26,16,0.368416331
-68.0122916,51.05187883,C,22,18,0.289510491
-68.01229137,51.05394695,F,14,18,0.117239786
-68.01229033,51.05156703,C,26,16,0.368416331
-68.0122901,51.05339055,F,24,17,0.329418216
-68.01228971,51.05269339,C,24,15,0.298023021
-68.01228967,51.0517128,C,26,16,0.368416331
-68.01228949,51.04977676,F,22,18,0.289510491
-68.01228937,51.05371178,C,22,16,0.263777373
-68.01228893,51.05184591,C,16,17,0.146408096
-68.01228886,51.04997897,F,24,16,0.313916874
-68.01228837,51.04990404,C,22,18,0.289510491
-68.01228821,51.0519701,C,20,18,0.239264869
-68.01228762,51.04973589,F,26,16,0.368416331
-68.01228752,51.05137777,C,16,17,0.146408096
-68.01228749,51.05333426,F,24,14,0.281721559
-68.01228676,51.05361443,F,18,15,0.167637949
-68.01228661,51.05197425,C,20,14,0.195639972
-68.01228653,51.05117644,F,22,17,0.276802807
-68.01228586,51.051177,F,26,15,0.349763129
-68.01228544,51.05032079,C,16,14,0.125209582
-68.01228534,51.05129741,F,14,18,0.117239786
-68.01228519,51.05339501,C,16,16,0.13951861
-68.01228313,51.05135533,F,14,16,0.106818936
-68.01228293,51.05385754,C,22,18,0.289510491
-68.01228132,51.05325647,F,14,15,0.101410611
-68.01228132,51.05142308,C,14,16,0.106818936
-68.01228086,51.05283986,C,18,17,0.185297747
-68.01228054,51.04989672,F,22,14,0.236724366
-68.01228025,51.05214591,C,18,15,0.167637949
-68.01227955,51.05358323,F,22,18,0.289510491
-68.01227941,51.05405156,C,24,16,0.313916874
-68.01227925,51.0529413,C,26,18,0.404357629
-68.01227886,51.05267039,C,26,15,0.349763129
-68.01227849,51.0501949,C,24,18,0.344541411
-68.01227773,51.05219418,C,16,17,0.146408096
-68.01227706,51.05032778,C,22,17,0.276802807
-68.0122762,51.05046967,C,26,14,0.330631552
-68.01227567,51.0506285,C,14,18,0.117239786
-68.01227519,51.05369381,C,24,15,0.298023021
-68.01227484,51.05045366,C,14,18,0.117239786
-68.01227412,51.05332145,C,14,16,0.106818936
-68.01227401,51.05178601,C,20,16,0.217997829
-68.01227367,51.0536563,C,22,16,0.263777373
-68.0122733,51.04995429,C,26,15,0.349763129
-68.01227262,51.05121249,C,24,14,0.281721559
-68.01227232,51.05285142,C,14,16,0.106818936
-68.01227226,51.05349061,C,22,15,0.250422122
-68.01227128,51.05361546,C,16,18,0.153129516
-68.01227095,51.05301141,C,26,14,0.330631552
-68.0122706,51.05025206,C,24,16,0.313916874
-68.01227036,51.04985184,C,18,15,0.167637949
-68.01226905,51.05196551,C,20,17,0.22876265
-68.01226854,51.05372319,C,22,18,0.289510491
-68.01226847,51.05153971,C,24,15,0.298023021
-68.01226838,51.05246076,C,14,17,0.112093699
-68.01226798,51.04990782,C,14,18,0.117239786
-68.01226753,51.05323998,F,22,16,0.263777373
-68.01226679,51.05308953,C,26,16,0.368416331
-68.01226586,51.05113482,C,24,15,0.298023021
-68.01226553,51.04971831,C,16,18,0.153129516
-68.01226551,51.05074135,F,14,17,0.112093699
-68.01226462,51.05348263,C,16,17,0.146408096
-68.01226441,51.05314128,C,24,14,0.281721559
-68.01226371,51.05236254,C,24,17,0.329418216
-68.01226313,51.05024431,F,18,18,0.193804544
-68.01226286,51.05305034,C,16,16,0.13951861
-68.01226253,51.05052314,C,22,14,0.236724366
-68.01226242,51.04978066,C,14,16,0.106818936
-68.01226219,51.05301008,C,14,17,0.112093699
-68.01226203,51.05297935,F,22,14,0.236724366
-68.01226124,51.05297625,C,18,15,0.167637949
-68.01226121,51.05260639,C,24,15,0.298023021
-68.01226002,51.05267996,C,20,14,0.195639972
-68.01225924,51.04996098,C,16,16,0.13951861
-68.01225896,51.05105029,C,14,14,0.095863586
-68.01225878,51.05352508,C,22,16,0.263777373
-68.01225737,51.05128133,C,16,15,0.132454676
-68.01225704,51.05164503,C,22,18,0.289510491
-68.01225662,51.05334271,C,22,16,0.263777373
-68.0122563,51.05154635,C,20,17,0.22876265
-68.01225584,51.05120678,C,26,17,0.386608879
-68.01225572,51.05251926,C,20,14,0.195639972
-68.01225541,51.05034135,C,18,15,0.167637949
-68.01225519,51.05268682,C,26,17,0.386608879
-68.01225504,51.05226517,C,14,18,0.117239786
-68.01225449,51.05320919,C,22,14,0.236724366
-68.01225442,51.05409077,C,14,18,0.117239786
-68.01225384,51.05045498,C,14,16,0.106818936
-68.01225343,51.05307564,C,18,14,0.158468377
-68.01225168,51.05322732,C,26,16,0.368416331
-68.01225152,51.05125565,C,14,16,0.106818936
-68.01225055,51.0529355,C,22,17,0.276802807
-68.01225036,51.05100938,F,24,18,0.344541411
-68.01224983,51.04971788,C,16,18,0.153129516
-68.01224958,51.05228272,F,14,16,0.106818936
-68.0122488,51.05138516,C,24,16,0.313916874
-68.01224869,51.05321784,C,26,17,0.386608879
-68.01224867,51.05034747,C,26,16,0.368416331
-68.01224861,51.04977293,C,24,15,0.298023021
-68.01224797,51.05144697,C,18,18,0.193804544
-68.01224787,51.04977234,C,16,15,0.132454676
-68.01224766,51.05122042,C,26,15,0.349763129
-68.01224704,51.05275395,C,26,17,0.386608879
-68.01224677,51.05397823,F,24,15,0.298023021
-68.01224546,51.0501391,C,22,16,0.263777373
-68.01224415,51.05067382,C,20,18,0.239264869
-68.012244,51.05152523,C,22,14,0.236724366
-68.01224335,51.05021152,C,26,16,0.368416331
-68.01224258,51.05247836,C,20,15,0.206960431
-68.01224228,51.05242631,C,24,16,0.313916874
-68.01224177,51.05031025,C,14,18,0.117239786
-68.0122417,51.05210694,C,16,16,0.13951861
-68.01224154,51.05182446,C,16,15,0.132454676
-68.01224151,51.05231574,C,20,15,0.206960431
-68.01224016,51.05096604,F,18,15,0.167637949
-68.01224014,51.05362572,C,16,16,0.13951861
-68.01223967,51.05366313,C,26,18,0.404357629
-68.01223959,51.05026497,C,18,18,0.193804544
-68.01223873,51.05051707,C,18,15,0.167637949
-68.01223838,51.05066653,C,16,18,0.153129516
-68.01223729,51.05366422,C,14,16,0.106818936
-68.01223719,51.05411905,C,24,14,0.281721559
-68.01223711,51.05264839,C,18,18,0.193804544
-68.01223663,51.05189459,C,20,16,0.217997829
-68.01223616,51.05051282,C,16,17,0.146408096
-68.01223511,51.05230964,C,18,16,0.176578241
-68.01223414,51.05346738,C,24,18,0.344541411
-68.01223371,51.05285631,C,22,18,0.289510491
-68.01223367,51.05071313,C,22,17,0.276802807
-68.01223331,51.05140885,C,20,15,0.206960431
-68.01223325,51.05194132,C,26,15,0.349763129
-68.01223312,51.05042879,F,26,14,0.330631552
-68.01223294,51.05001837,C,22,14,0.236724366
-68.0122329,51.05249648,C,14,15,0.101410611
-68.01223197,51.05324121,C,24,16,0.313916874
-68.01223177,51.05412174,C,16,14,0.125209582
-68.0122313,51.05156363,C,16,15,0.132454676
-68.01223058,51.05148503,C,24,17,0.329418216
-68.01222977,51.05176893,C,24,18,0.344541411
-68.01222938,51.0539476,C,24,15,0.298023021
-68.0122289,51.05247455,F,14,15,0.101410611
-68.01222717,51.05143563,C,14,14,0.095863586
-68.01222717,51.05388116,C,26,15,0.349763129
-68.01222708,51.05360144,C,14,15,0.101410611
-68.01222672,51.05107582,F,22,17,0.276802807
-68.01222667,51.05394689,C,16,14,0.125209582
-68.01222572,51.05394582,C,16,14,0.125209582
-68.01222532,51.05193352,C,26,14,0.330631552
-68.01222514,51.05262837,F,18,18,0.193804544
-68.01222505,51.05229102,C,26,18,0.404357629
-68.01222492,51.05311551,C,24,16,0.313916874
-68.01222477,51.05314894,C,16,18,0.153129516
-68.0122247,51.05239562,C,14,15,0.101410611
-68.01222458,51.0521725,C,20,18,0.239264869
-68.01222416,51.05415583,C,26,17,0.386608879
-68.01222407,51.0506019,C,14,17,0.112093699
-68.01222364,51.05200848,C,16,15,0.132454676
-68.0122235,51.05195899,C,26,16,0.368416331
-68.01222261,51.05349194,C,14,16,0.106818936
-68.0122224,51.05070469,C,24,16,0.313916874
-68.01222236,51.05195809,F,22,17,0.276802807
-68.01222028,51.05243184,F,16,15,0.132454676
-68.01221994,51.05059787,F,18,14,0.158468377
-68.01221989,51.05256631,F,18,14,0.158468377
-68.01221932,51.05226138,C,22,15,0.250422122
-68.01221902,51.05345106,F,22,16,0.263777373
-68.01221871,51.05119263,C,16,16,0.13951861
-68.01221779,51.05023992,C,24,16,0.313916874
-68.0122176,51.05192925,C,14,17,0.112093699
-68.01221715,51.05034062,C,14,16,0.106818936
-68.01221671,51.05249644,C,24,16,0.313916874
-68.0122167,51.05384921,C,20,14,0.195639972
-68.0122167,51.05328575,F,20,18,0.239264869
-68.01221617,51.0527748,C,14,15,0.101410611
-68.01221527,51.05038079,C,22,15,0.250422122
-68.01221505,51.05319189,C,24,14,0.281721559
-68.01221498,51.05256642,C,22,17,0.276802807
-68.01221447,51.05312225,C,24,15,0.298023021
-68.01221373,51.05309967,C,18,15,0.167637949
-68.01221285,51.05071207,C,22,16,0.263777373
-68.01221147,51.05113526,C,20,14,0.195639972
-68.01221079,51.05384624,F,26,15,0.349763129
-68.01221045,51.0507766,C,24,16,0.313916874
-68.01221016,51.05357995,F,26,18,0.404357629
-68.0122095,51.0522149,C,22,15,0.250422122
-68.01220893,51.05359652,C,20,14,0.195639972
-68.01220858,51.05346434,C,18,14,0.158468377
-68.01220849,51.05268527,C,22,16,0.263777373
-68.01220838,51.05175017,C,14,14,0.095863586
-68.01220815,51.05339514,C,26,15,0.349763129
-68.01220658,51.04983433,C,24,14,0.281721559
-68.01220573,51.05340897,C,24,16,0.313916874
-68.0122055,51.05057926,C,16,18,0.153129516
-68.01220469,51.05377061,C,26,17,0.386608879
-68.01220456,51.05288468,C,22,16,0.263777373
-68.01220438,51.05257968,C,16,15,0.132454676
-68.01220406,51.0512915,F,26,14,0.330631552
-68.01220367,51.05127736,C,20,14,0.195639972
-68.01220362,51.05000999,C,22,14,0.236724366
-68.01220319,51.05045722,C,24,17,0.329418216
-68.01220293,51.05231202,C,18,18,0.193804544
-68.01220255,51.05416005,C,14,15,0.101410611
-68.01220242,51.0535636,C,20,15,0.206960431
-68.01220226,51.05047597,C,26,18,0.404357629
-68.01220217,51.05184988,C,20,17,0.22876265
-68.01220106,51.05224648,C,18,14,0.158468377
-68.01220063,51.05386433,C,24,14,0.281721559
-68.01220048,51.05312292,F,24,17,0.329418216
-68.01220045,51.05158667,C,20,14,0.195639972
-68.01219957,51.05103657,C,18,16,0.176578241
-68.01219885,51.05023737,C,20,16,0.217997829
-68.01219883,51.05149812,C,20,14,0.195639972
-68.0121986,51.05270861,C,24,14,0.281721559
-68.01219847,51.05057055,C,22,18,0.289510491
-68.01219668,51.05226308,C,24,17,0.329418216
-68.01219647,51.05411179,F,20,18,0.239264869
-68.01219547,51.05043393,C,26,16,0.368416331
-68.01219539,51.05026238,C,26,17,0.386608879
-68.01219527,51.05096421,F,22,18,0.289510491
-68.01219519,51.05336484,C,18,18,0.193804544
-68.01219461,51.05188809,F,22,15,0.250422122
-68.01219443,51.05318789,F,18,16,0.176578241
-68.01219432,51.05122574,C,22,17,0.276802807
-68.01219406,51.05308911,C,16,17,0.146408096
-68.01219388,51.05208977,C,24,15,0.298023021
-68.01219219,51.05191076,C,26,15,0.349763129
-68.01219141,51.05179486,C,24,16,0.313916874
-68.01219034,51.05122981,C,14,16,0.106818936
-68.01218919,51.05165177,C,22,17,0.276802807
-68.01218908,51.0525883,F,16,16,0.13951861
-68.0121871,51.05064384,C,18,14,0.158468377
-68.01218672,51.05362448,C,16,18,0.153129516
-68.01218637,51.05078513,C,22,16,0.263777373
-68.01218508,51.05172258,C,18,16,0.176578241
-68.01218431,51.05345749,C,16,14,0.125209582
-68.01218412,51.05282385,F,14,16,0.106818936
-68.01218397,51.05035266,C,20,16,0.217997829
-68.01218378,51.05345018,C,20,15,0.206960431
-68.01218337,51.05189566,C,14,14,0.095863586
-68.01218335,51.05289999,F,22,18,0.289510491
-68.01218316,51.05322123,C,16,17,0.146408096
-68.01218297,51.0534175,C,24,15,0.298023021
-68.01218273,51.05327077,C,20,17,0.22876265
-68.01218261,51.05106154,C,26,14,0.330631552
-68.01218255,51.05414922,C,18,15,0.167637949
-68.01218254,51.04986956,C,26,15,0.349763129
-68.01218249,51.05152319,C,14,14,0.095863586
-68.01218246,51.05108492,C,24,17,0.329418216
-68.01218178,51.05111259,C,22,16,0.263777373
-68.01218146,51.05178245,F,14,18,0.117239786
-68.01218113,51.0526739,C,16,17,0.146408096
-68.01218081,51.05231189,C,24,15,0.298023021
-68.01218059,51.05181461,C,14,15,0.101410611
-68.01218,51.05009399,C,22,16,0.263777373
-68.01218,51.05132408,C,26,17,0.386608879
-68.0121799,51.05011381,C,16,18,0.153129516
-68.01217762,51.05120705,C,20,17,0.22876265
-68.0121774,51.05332558,F,22,15,0.250422122
-68.01217726,51.05003933,C,18,14,0.158468377
-68.01217682,51.05248425,F,18,17,0.185297747
-68.01217652,51.05316772,C,22,16,0.263777373
-68.01217614,51.05079469,F,18,14,0.158468377
-68.01217571,51.05038524,F,24,17,0.329418216
-68.0121747,51.05343332,C,20,14,0.195639972
-68.01217345,51.05196433,C,18,15,0.167637949
-68.01217302,51.05088584,C,18,18,0.193804544
-68.0121725,51.05207748,C,26,17,0.386608879
-68.0121702,51.05135576,C,20,18,0.239264869
-68.01217,51.05337026,C,26,18,0.404357629
-68.01216986,51.05183174,C,14,15,0.101410611
-68.01216883,51.05329416,C,26,17,0.386608879
-68.01216833,51.0537177,C,16,17,0.146408096
-68.01216816,51.05246929,C,16,18,0.153129516
-68.01216807,51.05033936,C,20,18,0.239264869
-68.01216791,51.05038843,F,26,14,0.330631552
-68.01216699,51.05050309,C,14,18,0.117239786
-68.01216695,51.05231077,C,24,15,0.298023021
-68.01216649,51.0530179,C,24,17,0.329418216
-68.01216636,51.05072474,C,24,14,0.281721559
-68.0121662,51.05375597,C,16,14,0.125209582
-68.01216537,51.04975272,C,20,15,0.206960431
-68.01216485,51.05141783,C,24,17,0.329418216
-68.01216467,51.05207238,C,24,16,0.313916874
-68.01216377,51.05001644,C,24,16,0.313916874
-68.01216242,51.05258174,C,26,14,0.330631552
-68.01216148,51.05142684,F,16,16,0.13951861
-68.01216004,51.05154058,C,26,14,0.330631552
-68.01215951,51.05391572,F,26,16,0.368416331
-68.01215927,51.05224044,C,14,14,0.095863586
-68.01215914,51.05166631,C,16,16,0.13951861
-68.01215894,51.05238373,C,20,17,0.22876265
-68.0121589,51.05288376,C,16,14,0.125209582
-68.01215876,51.05174204,F,22,16,0.263777373
-68.01215864,51.05011776,C,14,15,0.101410611
-68.01215847,51.05396036,C,14,17,0.112093699
-68.01215729,51.05017857,C,20,16,0.217997829
-68.01215693,51.04999603,F,26,16,0.368416331
-68.01215665,51.05319901,C,16,17,0.146408096
-68.01215589,51.05086965,C,14,15,0.101410611
-68.01215567,51.05000319,C,16,18,0.153129516
-68.01215472,51.05081871,C,16,18,0.153129516
-68.0121547,51.05394547,F,24,16,0.313916874
-68.01215442,51.05357629,C,18,17,0.185297747
-68.01215419,51.05002308,F,18,18,0.193804544
-68.01215401,51.05154742,C,16,14,0.125209582
-68.01215296,51.05069083,C,26,14,0.330631552
-68.01215205,51.05250298,C,22,17,0.276802807
-68.0121518,51.05218058,C,26,14,0.330631552
-68.01215174,51.0529187,C,22,17,0.276802807
-68.01215089,51.05117245,C,24,18,0.344541411
-68.01215056,51.05265367,F,20,15,0.206960431
-68.0121504,51.05056911,F,18,17,0.185297747
-68.01215005,51.0509753,C,26,17,0.386608879
-68.01214967,51.05141296,C,16,17,0.146408096
-68.01214851,51.05159254,F,16,18,0.153129516
-68.01214845,51.05266464,C,20,15,0.206960431
-68.01214797,51.05135686,C,22,16,0.263777373
-68.01214743,51.0501865,C,18,18,0.193804544
-68.01214692,51.05084499,C,18,14,0.158468377
-68.01214601,51.0519823,C,22,16,0.263777373
-68.01214556,51.04985969,F,24,15,0.298023021
-68.01214508,51.05360376,C,26,17,0.386608879
-68.01214502,51.05120983,C,18,14,0.158468377
-68.01214445,51.05025902,C,14,16,0.106818936
-68.0121434,51.05136916,C,26,16,0.368416331
-68.01214324,51.04975911,C,14,14,0.095863586
-68.01214234,51.05029749,C,20,14,0.195639972
-68.01214234,51.05088995,C,20,15,0.206960431
-68.01214207,51.050494,C,16,15,0.132454676
-68.01213929,51.05186281,C,16,14,0.125209582
-68.01213913,51.05299855,C,22,17,0.276802807
-68.01213865,51.05347319,C,22,16,0.263777373
-68.01213855,51.05297477,F,20,17,0.22876265
-68.01213773,51.05390742,C,24,18,0.344541411
-68.0121376,51.05000234,C,14,17,0.112093699
-68.01213744,51.05385592,C,20,17,0.22876265
-68.01213613,51.05015511,C,20,15,0.206960431
-68.0121352,51.05359119,C,14,14,0.095863586
-68.01213504,51.05184167,C,16,17,0.146408096
-68.01213428,51.05298529,C,16,16,0.13951861
-68.01213391,51.04995109,C,26,18,0.404357629
-68.01213331,51.05222916,C,18,14,0.158468377
-68.01213302,51.05006978,C,16,17,0.146408096
-68.0121324,51.05288827,C,18,17,0.185297747
-68.0121323,51.05109495,C,16,15,0.132454676
-68.01213096,51.0498255,C,26,16,0.368416331
-68.01213081,51.05192722,C,14,16,0.106818936
-68.01213045,51.05266104,C,24,14,0.281721559
-68.01212999,51.05160117,F,26,15,0.349763129
-68.01212976,51.05131159,C,24,18,0.344541411
-68.01212865,51.04974718,C,22,18,0.289510491
-68.01212837,51.05229554,C,22,16,0.263777373
-68.01212805,51.05168819,C,24,18,0.344541411
-68.01212738,51.05017574,C,14,15,0.101410611
-68.01212737,51.0522451,C,14,17,0.112093699
-68.01212728,51.05103539,C,26,14,0.330631552
-68.01212685,51.05253155,F,22,16,0.263777373
-68.01212678,51.04991658,C,24,18,0.344541411
-68.01212672,51.05366767,C,24,14,0.281721559
-68.01212375,51.05265852,C,18,15,0.167637949
-68.01212179,51.05358538,C,22,17,0.276802807
-68.01212017,51.05336127,F,14,17,0.112093699
-68.01211955,51.05153248,F,18,17,0.185297747
-68.01211899,51.05377823,C,22,16,0.263777373
-68.01211879,51.05165013,F,22,17,0.276802807
-68.0121184,51.05287504,F,14,16,0.106818936
-68.01211799,51.05042258,C,18,18,0.193804544
-68.01211778,51.04985607,F,20,16,0.217997829
-68.01211757,51.05308507,C,18,17,0.185297747
-68.0121175,51.05292364,F,22,16,0.263777373
-68.01211727,51.05298451,C,24,14,0.281721559
-68.01211611,51.05340501,F,22,16,0.263777373
-68.01211601,51.05352883,C,18,15,0.167637949
-68.01211596,51.05125691,C,24,18,0.344541411
-68.01211524,51.05404192,C,26,16,0.368416331
-68.01211478,51.05160344,C,20,17,0.22876265
-68.01211464,51.05141503,F,20,18,0.239264869
-68.01211435,51.05118154,C,24,14,0.281721559
-68.01211429,51.05076049,C,22,15,0.250422122
-68.01211332,51.05183137,C,22,18,0.289510491
-68.01211331,51.05307404,C,18,16,0.176578241
-68.01211329,51.05110644,F,26,17,0.386608879
-68.01211325,51.05328175,C,18,15,0.167637949
-68.01211138,51.05112842,F,26,17,0.386608879
-68.01211119,51.05094625,C,18,14,0.158468377
-68.01211023,51.05393149,C,22,18,0.289510491
-68.01211002,51.05405249,F,18,15,0.167637949
-68.01210958,51.05318025,C,24,16,0.313916874
-68.01210933,51.05055308,C,24,18,0.344541411
-68.01210919,51.05106293,C,18,18,0.193804544
-68.01210846,51.04996773,C,18,18,0.193804544
-68.01210842,51.05086208,C,18,16,0.176578241
-68.01210788,51.05054132,C,16,16,0.13951861
-68.01210769,51.05156598,C,16,14,0.125209582
-68.0121067,51.05026769,C,26,14,0.330631552
-68.0121062,51.05387344,C,16,18,0.153129516
